session_id,user_id,session_start_ts,source,medium,device
S000373,U0165,2025-10-12T19:02:12Z,google,organic,mobile
S000408,U0148,2025-10-12T21:46:14Z,affiliate,affiliate,desktop
S000737,U0056,2025-10-12T22:24:23Z,google,cpc,mobile
S001284,U0197,2025-10-13T05:43:41Z,affiliate,affiliate,desktop
S002215,U0070,2025-10-13T09:01:41Z,newsletter,email,mobile
S001676,U0163,2025-10-14T02:29:50Z,affiliate,affiliate,mobile
S002465,U0228,2025-10-14T07:21:35Z,facebook,paid_social,desktop
S001299,U0226,2025-10-14T20:40:00Z,direct,(none),desktop
S001844,U0138,2025-10-14T22:37:05Z,google,organic,mobile
S000548,U0133,2025-10-15T10:30:18Z,referral,referral,desktop
S000780,U0111,2025-10-15T11:13:37Z,direct,(none),desktop
S000013,U0058,2025-10-15T11:54:32Z,facebook,paid_social,mobile
S000640,U0216,2025-10-15T15:40:29Z,newsletter,email,mobile
S001144,U0245,2025-10-16T01:07:42Z,direct,(none),mobile
S001744,U0056,2025-10-16T01:56:20Z,google,organic,desktop
S001996,U0166,2025-10-16T03:42:53Z,google,cpc,mobile
S000065,U0032,2025-10-16T05:25:43Z,direct,(none),mobile
S000133,U0122,2025-10-16T07:35:58Z,google,organic,mobile
S001925,U0064,2025-10-16T08:56:31Z,bing,cpc,mobile
S000074,U0125,2025-10-16T15:23:52Z,google,organic,desktop
S000096,U0196,2025-10-16T15:38:08Z,direct,(none),desktop
S001169,U0049,2025-10-16T16:49:30Z,tiktok,paid_social,desktop
S002537,U0184,2025-10-16T18:58:10Z,facebook,paid_social,mobile
S000784,U0008,2025-10-17T04:49:01Z,referral,referral,mobile
S001498,U0026,2025-10-17T06:09:37Z,newsletter,email,desktop
S002211,U0217,2025-10-17T10:42:16Z,google,cpc,mobile
S002100,U0045,2025-10-17T16:37:49Z,google,organic,mobile
S001413,U0033,2025-10-17T20:01:20Z,google,organic,desktop
S001905,U0221,2025-10-17T20:31:22Z,tiktok,paid_social,mobile
S001710,U0207,2025-10-18T04:52:54Z,google,cpc,desktop
S002225,U0193,2025-10-18T16:13:38Z,direct,(none),desktop
S002017,U0054,2025-10-18T17:51:04Z,facebook,paid_social,mobile
S001342,U0070,2025-10-19T03:16:18Z,facebook,social,desktop
S002374,U0105,2025-10-19T03:40:26Z,google,organic,mobile
S002433,U0035,2025-10-19T07:31:24Z,google,organic,mobile
S001338,U0098,2025-10-19T10:07:34Z,google,cpc,desktop
S000956,U0032,2025-10-19T10:45:16Z,referral,referral,desktop
S002551,U0141,2025-10-19T15:13:28Z,bing,organic,tablet
S000279,U0241,2025-10-20T03:30:21Z,google,cpc,desktop
S000062,U0092,2025-10-20T03:49:39Z,referral,referral,desktop
S000082,U0070,2025-10-20T08:25:22Z,facebook,paid_social,mobile
S002511,U0106,2025-10-20T09:47:57Z,direct,(none),mobile
S000053,U0065,2025-10-20T22:20:53Z,facebook,social,desktop
S002024,U0160,2025-10-20T23:24:14Z,direct,(none),desktop
S001530,U0108,2025-10-21T02:23:53Z,bing,cpc,mobile
S001599,U0142,2025-10-21T02:45:20Z,facebook,social,mobile
S002462,U0037,2025-10-21T04:45:05Z,google,organic,mobile
S002182,U0021,2025-10-21T06:28:03Z,affiliate,affiliate,mobile
S000944,U0062,2025-10-21T09:51:18Z,google,cpc,mobile
S000120,U0183,2025-10-21T10:22:39Z,google,cpc,mobile
S000271,U0152,2025-10-21T15:25:59Z,linkedin,paid_social,mobile
S000592,U0222,2025-10-21T23:17:56Z,google,organic,mobile
S000648,U0235,2025-10-22T00:01:29Z,google,organic,mobile
S001007,U0010,2025-10-22T04:12:33Z,direct,(none),desktop
S002503,U0238,2025-10-22T05:11:52Z,google,organic,desktop
S001339,U0215,2025-10-22T06:22:46Z,google,cpc,mobile
S000478,U0136,2025-10-22T08:53:35Z,google,cpc,mobile
S000954,U0104,2025-10-22T09:40:48Z,referral,referral,mobile
S000628,U0106,2025-10-22T10:34:01Z,google,organic,mobile
S002584,U0146,2025-10-22T14:34:53Z,bing,cpc,mobile
S000004,U0215,2025-10-22T16:15:10Z,google,cpc,mobile
S001314,U0215,2025-10-22T17:57:29Z,bing,organic,desktop
S001563,U0158,2025-10-23T01:22:44Z,referral,referral,desktop
S002015,U0207,2025-10-23T02:46:51Z,tiktok,paid_social,desktop
S000615,U0079,2025-10-23T05:39:27Z,tiktok,paid_social,mobile
S002496,U0034,2025-10-23T09:25:53Z,google,organic,mobile
S000456,U0054,2025-10-23T09:54:58Z,google,cpc,desktop
S000900,U0143,2025-10-23T11:38:26Z,facebook,paid_social,mobile
S001806,U0017,2025-10-23T22:16:51Z,google,cpc,desktop
S000769,U0013,2025-10-24T07:33:24Z,direct,(none),mobile
S001677,U0178,2025-10-24T10:12:29Z,direct,(none),mobile
S001452,U0098,2025-10-24T11:35:30Z,referral,referral,tablet
S002233,U0031,2025-10-24T14:36:36Z,google,cpc,desktop
S000512,U0030,2025-10-24T20:18:49Z,facebook,social,mobile
S000589,U0054,2025-10-24T22:41:13Z,bing,organic,desktop
S000958,U0125,2025-10-25T00:03:11Z,google,organic,desktop
S000595,U0145,2025-10-25T02:06:31Z,google,organic,mobile
S001140,U0025,2025-10-26T03:43:55Z,newsletter,email,mobile
S001717,U0216,2025-10-26T03:55:42Z,facebook,social,mobile
S001556,U0108,2025-10-26T04:18:29Z,facebook,paid_social,desktop
S000132,U0058,2025-10-26T04:48:52Z,google,organic,desktop
S000298,U0062,2025-10-26T05:23:59Z,google,cpc,tablet
S001680,U0145,2025-10-26T08:02:08Z,facebook,paid_social,mobile
S001428,U0154,2025-10-26T10:46:07Z,google,organic,desktop
S002336,U0157,2025-10-26T17:01:45Z,newsletter,email,mobile
S001311,U0120,2025-10-26T19:50:37Z,tiktok,paid_social,mobile
S001958,U0148,2025-10-26T20:47:14Z,direct,(none),mobile
S002581,U0167,2025-10-26T21:04:39Z,google,cpc,mobile
S000714,U0026,2025-10-27T00:28:12Z,direct,(none),mobile
S002272,U0207,2025-10-27T02:04:04Z,google,organic,mobile
S001205,U0063,2025-10-27T06:56:36Z,tiktok,paid_social,mobile
S002083,U0022,2025-10-27T22:35:11Z,google,organic,mobile
S000253,U0105,2025-10-27T23:16:58Z,google,cpc,mobile
S001885,U0015,2025-10-27T23:19:07Z,google,organic,mobile
S001764,U0107,2025-10-28T01:54:58Z,facebook,paid_social,mobile
S001511,U0242,2025-10-28T05:03:23Z,google,organic,desktop
S001294,U0005,2025-10-28T09:23:27Z,google,cpc,desktop
S000085,U0235,2025-10-28T10:42:35Z,affiliate,affiliate,desktop
S002455,U0221,2025-10-28T14:11:50Z,google,cpc,desktop
S000391,U0189,2025-10-28T21:06:41Z,google,cpc,mobile
S000138,U0126,2025-10-29T06:05:23Z,google,cpc,mobile
S000173,U0197,2025-10-29T12:42:29Z,newsletter,email,mobile
S001076,U0106,2025-10-29T16:46:33Z,direct,(none),mobile
S001721,U0072,2025-10-29T16:52:53Z,newsletter,email,desktop
S001126,U0130,2025-10-29T18:33:40Z,google,organic,desktop
S000723,U0127,2025-10-30T05:39:52Z,tiktok,paid_social,mobile
S000662,U0008,2025-10-30T05:50:24Z,referral,referral,mobile
S001310,U0158,2025-10-30T08:28:45Z,google,organic,desktop
S001673,U0061,2025-10-30T10:33:39Z,newsletter,email,desktop
S002448,U0026,2025-10-30T14:34:43Z,direct,(none),desktop
S000604,U0075,2025-10-30T15:47:07Z,tiktok,paid_social,mobile
S002050,U0172,2025-10-30T21:41:52Z,newsletter,email,desktop
S001440,U0042,2025-10-31T00:46:20Z,affiliate,affiliate,desktop
S000937,U0213,2025-10-31T00:48:18Z,google,cpc,desktop
S002080,U0132,2025-10-31T00:52:24Z,direct,(none),desktop
S000613,U0082,2025-10-31T04:34:53Z,bing,organic,desktop
S002180,U0018,2025-10-31T05:58:42Z,facebook,paid_social,mobile
S002254,U0064,2025-10-31T07:43:02Z,newsletter,email,desktop
S000486,U0228,2025-10-31T08:02:26Z,direct,(none),desktop
S001396,U0040,2025-10-31T12:03:24Z,facebook,paid_social,mobile
S001160,U0105,2025-10-31T14:32:04Z,google,organic,desktop
S002193,U0172,2025-10-31T16:21:02Z,direct,(none),desktop
S000973,U0104,2025-10-31T18:32:22Z,direct,(none),desktop
S002577,U0152,2025-10-31T20:46:44Z,google,cpc,desktop
S001926,U0241,2025-10-31T23:12:46Z,tiktok,social,desktop
S002063,U0160,2025-11-01T01:25:00Z,affiliate,affiliate,mobile
S001947,U0244,2025-11-01T03:00:18Z,google,cpc,mobile
S000494,U0245,2025-11-01T10:32:52Z,newsletter,email,desktop
S002090,U0106,2025-11-01T12:28:07Z,tiktok,social,mobile
S001589,U0158,2025-11-01T13:09:39Z,facebook,social,mobile
S000057,U0142,2025-11-01T13:35:43Z,google,cpc,desktop
S001845,U0118,2025-11-01T17:10:51Z,google,cpc,desktop
S001705,U0153,2025-11-01T18:52:44Z,newsletter,email,desktop
S000019,U0032,2025-11-01T19:00:18Z,newsletter,email,mobile
S000527,U0026,2025-11-01T19:02:09Z,newsletter,email,desktop
S001983,U0139,2025-11-01T21:32:09Z,tiktok,social,mobile
S002042,U0090,2025-11-02T00:08:49Z,direct,(none),mobile
S002174,U0186,2025-11-02T01:10:55Z,tiktok,paid_social,mobile
S002569,U0152,2025-11-02T01:46:48Z,facebook,social,desktop
S001725,U0146,2025-11-02T02:29:01Z,referral,referral,mobile
S002412,U0129,2025-11-02T05:51:56Z,google,organic,desktop
S001748,U0091,2025-11-02T12:15:15Z,facebook,social,mobile
S001687,U0120,2025-11-02T13:33:37Z,affiliate,affiliate,mobile
S001645,U0063,2025-11-02T14:40:58Z,direct,(none),desktop
S000923,U0040,2025-11-02T16:34:38Z,tiktok,paid_social,mobile
S000395,U0091,2025-11-02T17:41:57Z,direct,(none),mobile
S001836,U0242,2025-11-02T18:41:11Z,google,cpc,desktop
S002046,U0143,2025-11-02T19:59:17Z,google,cpc,mobile
S000344,U0223,2025-11-02T22:50:53Z,direct,(none),mobile
S001746,U0098,2025-11-03T00:35:35Z,google,cpc,mobile
S001507,U0137,2025-11-03T02:32:54Z,google,cpc,desktop
S001846,U0193,2025-11-03T02:38:22Z,linkedin,paid_social,mobile
S000301,U0217,2025-11-03T11:14:46Z,direct,(none),desktop
S001077,U0241,2025-11-03T14:05:34Z,direct,(none),desktop
S002099,U0025,2025-11-03T15:02:33Z,linkedin,social,mobile
S002477,U0021,2025-11-03T18:35:21Z,google,cpc,mobile
S001796,U0221,2025-11-03T19:11:04Z,direct,(none),desktop
S001750,U0237,2025-11-03T20:32:38Z,newsletter,email,mobile
S000848,U0079,2025-11-03T21:51:03Z,google,cpc,mobile
S002128,U0202,2025-11-04T02:39:30Z,google,organic,desktop
S001468,U0080,2025-11-04T05:54:28Z,referral,referral,mobile
S002339,U0005,2025-11-04T08:33:37Z,direct,(none),desktop
S001272,U0085,2025-11-04T08:55:37Z,referral,referral,desktop
S001881,U0099,2025-11-04T11:31:30Z,direct,(none),mobile
S002200,U0166,2025-11-04T12:00:08Z,newsletter,email,desktop
S000795,U0064,2025-11-04T12:45:31Z,bing,organic,desktop
S002054,U0061,2025-11-04T13:17:03Z,google,cpc,mobile
S001793,U0002,2025-11-04T16:58:46Z,bing,cpc,desktop
S002456,U0154,2025-11-04T20:28:55Z,google,organic,desktop
S002091,U0014,2025-11-04T23:30:34Z,linkedin,paid_social,mobile
S001997,U0032,2025-11-05T03:05:21Z,google,cpc,mobile
S001792,U0100,2025-11-05T06:54:29Z,newsletter,email,mobile
S000106,U0052,2025-11-05T09:19:37Z,affiliate,affiliate,desktop
S000434,U0061,2025-11-05T14:38:49Z,google,organic,desktop
S000528,U0063,2025-11-06T05:58:08Z,facebook,social,desktop
S000862,U0225,2025-11-06T07:51:57Z,referral,referral,desktop
S001784,U0138,2025-11-06T11:52:30Z,facebook,paid_social,desktop
S000899,U0203,2025-11-06T13:03:27Z,google,organic,tablet
S000244,U0081,2025-11-06T15:01:52Z,referral,referral,mobile
S000790,U0169,2025-11-06T15:22:04Z,facebook,paid_social,desktop
S001850,U0210,2025-11-06T18:13:36Z,facebook,social,mobile
S002595,U0108,2025-11-06T19:29:36Z,google,cpc,desktop
S001248,U0035,2025-11-06T21:18:44Z,google,cpc,mobile
S002500,U0240,2025-11-06T23:00:06Z,google,organic,mobile
S000491,U0145,2025-11-07T03:25:14Z,facebook,social,desktop
S000026,U0234,2025-11-07T13:16:40Z,facebook,paid_social,mobile
S001857,U0164,2025-11-07T18:17:28Z,direct,(none),mobile
S001049,U0023,2025-11-07T19:33:28Z,facebook,paid_social,mobile
S002150,U0108,2025-11-08T01:54:42Z,facebook,paid_social,mobile
S000735,U0014,2025-11-08T07:23:04Z,tiktok,paid_social,desktop
S000262,U0120,2025-11-08T11:48:31Z,google,organic,tablet
S000963,U0143,2025-11-08T13:10:49Z,google,cpc,mobile
S001533,U0098,2025-11-08T14:40:19Z,referral,referral,mobile
S000511,U0056,2025-11-08T14:56:34Z,direct,(none),mobile
S000506,U0197,2025-11-08T20:43:36Z,newsletter,email,desktop
S001255,U0235,2025-11-08T21:00:08Z,facebook,social,desktop
S000130,U0245,2025-11-08T23:13:30Z,google,cpc,mobile
S001959,U0046,2025-11-08T23:53:17Z,google,cpc,tablet
S002411,U0075,2025-11-09T00:16:42Z,google,cpc,tablet
S000849,U0203,2025-11-09T01:10:13Z,facebook,paid_social,desktop
S000345,U0122,2025-11-09T04:22:52Z,google,cpc,desktop
S002578,U0019,2025-11-09T05:02:19Z,google,organic,mobile
S002277,U0114,2025-11-09T06:57:15Z,facebook,paid_social,desktop
S001083,U0051,2025-11-09T14:05:15Z,direct,(none),mobile
S000275,U0099,2025-11-09T16:18:00Z,referral,referral,desktop
S002533,U0241,2025-11-09T16:50:41Z,bing,cpc,mobile
S002207,U0111,2025-11-09T17:24:00Z,affiliate,affiliate,mobile
S000407,U0058,2025-11-09T17:41:16Z,facebook,paid_social,desktop
S001301,U0172,2025-11-09T19:23:38Z,tiktok,paid_social,mobile
S000185,U0023,2025-11-09T20:33:07Z,direct,(none),mobile
S001738,U0224,2025-11-09T23:36:23Z,linkedin,social,mobile
S002506,U0239,2025-11-10T02:12:10Z,affiliate,affiliate,mobile
S002557,U0220,2025-11-10T02:30:59Z,linkedin,paid_social,mobile
S002188,U0100,2025-11-10T03:41:58Z,google,cpc,mobile
S001493,U0010,2025-11-10T05:34:37Z,facebook,social,mobile
S002121,U0037,2025-11-10T09:26:07Z,google,cpc,mobile
S002245,U0105,2025-11-10T12:58:06Z,tiktok,paid_social,mobile
S000562,U0201,2025-11-10T14:48:38Z,facebook,paid_social,mobile
S001051,U0090,2025-11-10T16:48:27Z,direct,(none),mobile
S000210,U0220,2025-11-10T18:23:55Z,facebook,paid_social,mobile
S001036,U0164,2025-11-10T18:24:10Z,facebook,paid_social,desktop
S001350,U0034,2025-11-10T18:33:25Z,google,cpc,desktop
S000921,U0035,2025-11-10T20:32:07Z,facebook,social,mobile
S000270,U0201,2025-11-10T21:18:58Z,google,organic,desktop
S001377,U0154,2025-11-10T23:29:45Z,google,cpc,desktop
S000521,U0146,2025-11-11T00:52:15Z,direct,(none),mobile
S000502,U0035,2025-11-11T05:17:02Z,affiliate,affiliate,desktop
S002447,U0085,2025-11-11T10:56:11Z,tiktok,paid_social,desktop
S001714,U0139,2025-11-11T11:23:55Z,google,organic,tablet
S000038,U0170,2025-11-11T16:57:03Z,google,cpc,mobile
S002251,U0204,2025-11-11T17:44:40Z,bing,organic,mobile
S002164,U0228,2025-11-11T20:25:02Z,google,organic,desktop
S000469,U0204,2025-11-11T23:18:01Z,google,organic,mobile
S000834,U0220,2025-11-12T06:22:47Z,newsletter,email,mobile
S001828,U0222,2025-11-12T07:16:56Z,linkedin,paid_social,mobile
S001664,U0054,2025-11-12T08:55:27Z,referral,referral,mobile
S001196,U0242,2025-11-12T09:16:22Z,direct,(none),desktop
S001523,U0234,2025-11-12T09:51:47Z,facebook,paid_social,mobile
S001666,U0215,2025-11-12T11:32:35Z,direct,(none),mobile
S002025,U0242,2025-11-12T18:20:26Z,google,organic,mobile
S000504,U0082,2025-11-12T18:58:18Z,direct,(none),tablet
S000933,U0014,2025-11-12T19:40:35Z,direct,(none),mobile
S002371,U0053,2025-11-12T21:18:30Z,google,organic,desktop
S000711,U0048,2025-11-12T21:28:53Z,facebook,paid_social,mobile
S002525,U0108,2025-11-13T05:01:52Z,facebook,paid_social,desktop
S001068,U0100,2025-11-13T05:27:36Z,direct,(none),desktop
S002282,U0020,2025-11-13T14:54:50Z,google,organic,tablet
S000080,U0180,2025-11-13T15:41:51Z,google,cpc,desktop
S002341,U0086,2025-11-13T16:59:13Z,google,organic,mobile
S002275,U0189,2025-11-13T20:06:28Z,google,organic,mobile
S002349,U0202,2025-11-13T20:53:04Z,facebook,paid_social,tablet
S000206,U0080,2025-11-14T02:33:00Z,google,cpc,mobile
S000304,U0187,2025-11-14T03:23:25Z,google,cpc,mobile
S001281,U0002,2025-11-14T07:55:01Z,bing,organic,desktop
S001123,U0090,2025-11-14T08:59:30Z,facebook,social,desktop
S001600,U0120,2025-11-14T09:44:29Z,direct,(none),mobile
S001583,U0016,2025-11-14T14:29:18Z,facebook,paid_social,mobile
S000974,U0104,2025-11-14T16:07:24Z,google,cpc,mobile
S002147,U0037,2025-11-14T17:16:31Z,newsletter,email,mobile
S000536,U0098,2025-11-14T17:25:50Z,newsletter,email,desktop
S000603,U0066,2025-11-14T18:24:53Z,google,organic,desktop
S000124,U0117,2025-11-14T20:01:41Z,google,cpc,mobile
S002353,U0145,2025-11-14T21:08:14Z,facebook,paid_social,mobile
S000003,U0160,2025-11-14T22:27:21Z,google,cpc,desktop
S001118,U0169,2025-11-15T02:38:17Z,direct,(none),desktop
S001349,U0166,2025-11-15T03:30:36Z,google,organic,desktop
S001946,U0050,2025-11-15T06:22:35Z,facebook,paid_social,mobile
S000174,U0204,2025-11-15T09:17:49Z,direct,(none),tablet
S000349,U0221,2025-11-15T10:04:52Z,google,organic,mobile
S002274,U0108,2025-11-15T13:42:19Z,tiktok,paid_social,tablet
S001222,U0055,2025-11-15T15:05:27Z,google,cpc,desktop
S000983,U0200,2025-11-15T17:51:53Z,direct,(none),mobile
S000770,U0212,2025-11-15T19:01:03Z,facebook,social,tablet
S001592,U0084,2025-11-16T01:00:01Z,google,cpc,tablet
S000832,U0066,2025-11-16T04:41:50Z,tiktok,paid_social,mobile
S002493,U0141,2025-11-16T09:20:22Z,google,cpc,tablet
S000225,U0101,2025-11-16T13:48:59Z,google,organic,desktop
S002242,U0010,2025-11-16T14:55:18Z,tiktok,social,mobile
S002416,U0089,2025-11-16T17:49:53Z,google,cpc,mobile
S002201,U0237,2025-11-16T18:15:02Z,google,organic,mobile
S000418,U0092,2025-11-16T22:52:31Z,google,cpc,mobile
S001223,U0220,2025-11-17T02:14:06Z,google,cpc,desktop
S001949,U0131,2025-11-17T03:09:39Z,google,organic,tablet
S002323,U0045,2025-11-17T03:45:43Z,google,cpc,mobile
S002053,U0203,2025-11-17T05:54:54Z,newsletter,email,mobile
S002203,U0062,2025-11-17T06:49:57Z,newsletter,email,mobile
S001590,U0153,2025-11-17T08:33:29Z,facebook,paid_social,mobile
S002237,U0118,2025-11-17T16:41:34Z,google,cpc,mobile
S001185,U0173,2025-11-17T20:03:32Z,direct,(none),mobile
S001908,U0208,2025-11-17T21:41:32Z,direct,(none),mobile
S000111,U0106,2025-11-17T22:24:14Z,google,cpc,tablet
S000721,U0207,2025-11-17T22:45:27Z,google,cpc,mobile
S000303,U0141,2025-11-18T05:50:53Z,newsletter,email,mobile
S002548,U0106,2025-11-18T07:04:08Z,referral,referral,tablet
S002372,U0048,2025-11-18T18:10:23Z,google,organic,mobile
S000169,U0094,2025-11-18T19:00:19Z,google,cpc,desktop
S000926,U0060,2025-11-18T22:24:08Z,newsletter,email,desktop
S002040,U0166,2025-11-18T22:29:41Z,tiktok,paid_social,desktop
S001330,U0022,2025-11-19T00:20:00Z,facebook,social,mobile
S000886,U0138,2025-11-19T01:07:54Z,direct,(none),mobile
S002062,U0223,2025-11-19T01:42:13Z,affiliate,affiliate,desktop
S001521,U0146,2025-11-19T01:44:51Z,google,organic,mobile
S000582,U0182,2025-11-19T02:12:47Z,linkedin,paid_social,desktop
S000508,U0153,2025-11-19T10:04:06Z,google,organic,mobile
S002312,U0184,2025-11-19T11:25:40Z,facebook,paid_social,mobile
S002410,U0109,2025-11-19T13:00:09Z,google,cpc,mobile
S000205,U0024,2025-11-19T18:59:19Z,affiliate,affiliate,mobile
S001579,U0062,2025-11-19T19:10:25Z,facebook,social,mobile
S000249,U0202,2025-11-19T20:34:42Z,google,organic,mobile
S002583,U0089,2025-11-19T21:12:35Z,tiktok,social,desktop
S000851,U0026,2025-11-19T21:24:19Z,bing,cpc,desktop
S000256,U0058,2025-11-19T21:34:23Z,google,organic,mobile
S002187,U0008,2025-11-19T22:06:10Z,facebook,social,mobile
S002222,U0163,2025-11-19T22:48:47Z,google,organic,mobile
S000753,U0192,2025-11-19T23:20:22Z,tiktok,social,mobile
S001740,U0093,2025-11-19T23:41:43Z,bing,cpc,desktop
S002523,U0007,2025-11-19T23:50:33Z,bing,organic,mobile
S000385,U0045,2025-11-20T02:01:11Z,google,organic,mobile
S000291,U0023,2025-11-20T06:29:45Z,newsletter,email,desktop
S001910,U0187,2025-11-20T06:40:44Z,direct,(none),mobile
S002479,U0107,2025-11-20T08:50:32Z,google,cpc,desktop
S001276,U0147,2025-11-20T08:52:27Z,tiktok,paid_social,desktop
S001381,U0122,2025-11-20T10:13:38Z,google,cpc,mobile
S000470,U0152,2025-11-20T11:12:48Z,facebook,paid_social,mobile
S000710,U0063,2025-11-20T14:38:32Z,google,cpc,desktop
S001186,U0221,2025-11-20T22:07:42Z,affiliate,affiliate,mobile
S002074,U0111,2025-11-21T00:43:12Z,direct,(none),mobile
S002431,U0224,2025-11-21T01:16:54Z,google,cpc,desktop
S000230,U0168,2025-11-21T03:17:23Z,referral,referral,desktop
S001726,U0198,2025-11-21T03:22:07Z,google,organic,mobile
S000991,U0244,2025-11-21T03:46:57Z,google,organic,mobile
S001316,U0224,2025-11-21T06:58:14Z,direct,(none),desktop
S001325,U0237,2025-11-21T07:34:53Z,facebook,social,desktop
S001071,U0133,2025-11-21T08:08:56Z,facebook,paid_social,desktop
S002535,U0189,2025-11-21T08:23:25Z,google,cpc,desktop
S000948,U0042,2025-11-21T09:52:51Z,direct,(none),desktop
S000390,U0019,2025-11-21T12:20:45Z,affiliate,affiliate,mobile
S001011,U0097,2025-11-21T12:51:30Z,newsletter,email,desktop
S002160,U0164,2025-11-21T13:50:18Z,google,cpc,desktop
S002562,U0010,2025-11-21T14:47:29Z,direct,(none),desktop
S000702,U0249,2025-11-21T18:54:29Z,referral,referral,desktop
S001061,U0225,2025-11-21T21:47:21Z,google,organic,desktop
S002133,U0182,2025-11-21T21:56:31Z,linkedin,paid_social,desktop
S001931,U0015,2025-11-22T01:49:04Z,newsletter,email,mobile
S001012,U0118,2025-11-22T03:17:16Z,direct,(none),mobile
S002010,U0145,2025-11-22T04:08:41Z,google,cpc,mobile
S001625,U0171,2025-11-22T06:12:28Z,google,organic,desktop
S001302,U0099,2025-11-22T08:32:36Z,newsletter,email,mobile
S000235,U0141,2025-11-22T12:58:49Z,newsletter,email,desktop
S001128,U0210,2025-11-22T13:06:31Z,newsletter,email,mobile
S001669,U0099,2025-11-22T13:23:50Z,facebook,paid_social,desktop
S001202,U0222,2025-11-22T15:35:32Z,newsletter,email,desktop
S000859,U0068,2025-11-22T15:48:28Z,newsletter,email,mobile
S001162,U0148,2025-11-22T17:38:40Z,direct,(none),desktop
S000856,U0070,2025-11-22T19:55:51Z,referral,referral,desktop
S002556,U0214,2025-11-22T21:31:35Z,google,cpc,desktop
S001014,U0141,2025-11-22T22:37:43Z,facebook,paid_social,mobile
S001063,U0104,2025-11-22T22:50:19Z,google,organic,mobile
S002571,U0049,2025-11-23T04:43:27Z,google,organic,mobile
S001727,U0037,2025-11-23T10:13:02Z,affiliate,affiliate,mobile
S001157,U0199,2025-11-23T10:44:26Z,direct,(none),desktop
S000877,U0235,2025-11-23T12:45:29Z,bing,cpc,mobile
S000754,U0217,2025-11-23T12:48:08Z,google,cpc,desktop
S000733,U0109,2025-11-23T15:21:39Z,bing,organic,mobile
S000766,U0044,2025-11-23T16:08:25Z,linkedin,social,mobile
S002502,U0052,2025-11-23T18:52:22Z,facebook,paid_social,mobile
S002409,U0083,2025-11-23T19:07:35Z,google,cpc,mobile
S002489,U0051,2025-11-23T19:18:53Z,newsletter,email,desktop
S001496,U0145,2025-11-23T20:59:34Z,direct,(none),mobile
S002534,U0170,2025-11-23T21:48:33Z,newsletter,email,desktop
S001004,U0196,2025-11-23T22:48:03Z,facebook,paid_social,desktop
S000338,U0109,2025-11-23T23:52:38Z,google,cpc,mobile
S001532,U0045,2025-11-24T01:42:29Z,facebook,paid_social,tablet
S000121,U0090,2025-11-24T03:00:10Z,facebook,social,desktop
S001156,U0049,2025-11-24T03:25:20Z,google,cpc,mobile
S001954,U0024,2025-11-24T04:07:43Z,google,organic,mobile
S001147,U0177,2025-11-24T05:04:21Z,newsletter,email,tablet
S002098,U0141,2025-11-24T05:58:18Z,direct,(none),desktop
S001892,U0130,2025-11-24T07:21:12Z,newsletter,email,desktop
S001704,U0195,2025-11-24T07:32:49Z,google,cpc,desktop
S000033,U0043,2025-11-24T09:37:21Z,google,organic,mobile
S001510,U0072,2025-11-24T09:42:23Z,facebook,social,mobile
S000698,U0045,2025-11-24T13:46:35Z,referral,referral,desktop
S001119,U0035,2025-11-24T13:50:28Z,tiktok,paid_social,mobile
S000212,U0160,2025-11-24T13:54:29Z,google,cpc,desktop
S001461,U0074,2025-11-24T14:12:37Z,affiliate,affiliate,desktop
S001773,U0188,2025-11-24T15:41:32Z,newsletter,email,mobile
S000483,U0220,2025-11-24T18:01:26Z,facebook,paid_social,tablet
S001659,U0003,2025-11-24T18:02:45Z,google,cpc,mobile
S000153,U0093,2025-11-24T21:13:40Z,google,organic,desktop
S001936,U0060,2025-11-24T22:27:03Z,google,organic,mobile
S000771,U0025,2025-11-25T01:25:16Z,direct,(none),mobile
S001376,U0145,2025-11-25T03:25:48Z,google,cpc,mobile
S000936,U0035,2025-11-25T03:30:27Z,google,organic,desktop
S000371,U0005,2025-11-25T06:54:18Z,newsletter,email,mobile
S000876,U0077,2025-11-25T09:47:51Z,google,organic,desktop
S000520,U0065,2025-11-25T10:29:18Z,google,cpc,mobile
S002439,U0200,2025-11-25T12:25:25Z,google,organic,mobile
S001246,U0008,2025-11-25T14:00:56Z,newsletter,email,desktop
S001877,U0226,2025-11-25T15:50:52Z,facebook,paid_social,tablet
S000109,U0114,2025-11-26T05:25:43Z,newsletter,email,mobile
S000151,U0069,2025-11-26T06:38:17Z,newsletter,email,mobile
S000631,U0133,2025-11-26T10:04:46Z,affiliate,affiliate,mobile
S002362,U0089,2025-11-26T11:42:02Z,direct,(none),mobile
S001066,U0204,2025-11-26T12:25:31Z,google,cpc,desktop
S000910,U0188,2025-11-26T14:21:40Z,facebook,paid_social,mobile
S000104,U0055,2025-11-26T15:27:00Z,google,cpc,mobile
S001028,U0068,2025-11-26T16:45:12Z,facebook,paid_social,mobile
S000278,U0210,2025-11-26T18:17:47Z,tiktok,paid_social,mobile
S000692,U0090,2025-11-26T19:07:17Z,direct,(none),mobile
S000968,U0239,2025-11-26T19:24:01Z,direct,(none),mobile
S000492,U0201,2025-11-26T20:02:52Z,google,cpc,desktop
S001443,U0035,2025-11-26T20:39:48Z,newsletter,email,tablet
S002567,U0170,2025-11-26T22:12:21Z,bing,organic,mobile
