,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
8,74,Dogecoin,DOGE,dogecoin,1401,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168752233126.57907,168752233126.57907,True,18025842451.08,,9,,,,2026-02-15T16:18:00.000Z,0.10681839355312775,2978142750.082344,211.1211,-1.7197632,3.11592826,9.47231219,-21.49388059,-16.7002991,-31.51341366,18025842451.084084,0.7625,18025842451.08,,2026-02-15T16:18:00.000Z,,,,,,2026-02-15 17:20:22.908098
9,1831,Bitcoin Cash,BCH,bitcoin-cash,1137,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19995196.875,19995196.875,False,11118732838.75,,10,,,,2026-02-15T16:18:00.000Z,556.0701856677941,315443107.34845227,-41.2373,-0.40233203,-1.60922349,5.14908151,-7.54878146,1.09872713,11.70723959,11118732838.745348,0.4703,11677473899.02,,2026-02-15T16:18:00.000Z,,,,,,2026-02-15 17:20:22.908098
10,2010,Cardano,ADA,cardano,1681,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,36066145196.64397,44994539820.15453,False,12736321526.82,,11,37997904336.0,10755827904.961039,,2026-02-15T16:19:00.000Z,0.28306371345776415,699260625.2034785,70.0043,-0.87945822,-1.01142297,3.87137734,-25.91339261,-25.02578785,-39.80453489,10209016989.468945,0.4319,12737867105.6,,2026-02-15T16:19:00.000Z,,,,,,2026-02-15 17:20:22.908098
11,32196,Hyperliquid,HYPE,hyperliquid,238,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,259277557.4437796,958388465.8146007,False,29517480825.32,,12,333931719.0,10284788959.943727,,2026-02-15T16:19:00.000Z,30.799077699904654,215213057.31144837,-2.4498,-0.45559334,-1.21033026,-2.99977793,24.04629561,15.95025187,-17.11654183,7985509637.55246,0.3378,29618594876.38,,2026-02-15T16:19:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-02-15 17:20:22.908098
12,3957,UNUS SED LEO,LEO,unus-sed-leo,67,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921353012.9,985239504.0,False,8308178666.15,,13,,,,2026-02-15T16:19:00.000Z,8.432648744208173,1043744.14469947,78.3083,-0.04591282,-2.72234374,2.21113868,-5.35580155,17.88203056,-7.44459234,7769446327.203601,0.3287,8308178666.15,,2026-02-15T16:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-02-15 17:20:22.908098
13,29470,Ethena USDe,USDe,ethena-usde,295,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,6304778696.791329,6304778696.791329,True,6297566657.87,,14,,,,2026-02-15T16:19:00.000Z,0.9988560995923301,59819185.486814,-21.863,-0.00035405,-0.03119091,0.02124888,-0.08415204,-0.02989306,0.03893599,6297566657.8698015,0.2664,6297566657.87,,2026-02-15T16:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2026-02-15 17:20:22.908098
14,1975,Chainlink,LINK,chainlink,2212,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,8821851982.19,,15,,,,2026-02-15T16:18:00.000Z,8.821851982192138,646654304.9117743,9.9645,-0.67690217,-2.19127651,-0.66668886,-34.60321919,-28.87922653,-34.35981708,6246753127.927346,0.2643,8821851982.19,,2026-02-15T16:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-02-15 17:20:22.908098
0,1,Bitcoin,BTC,bitcoin,12561,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19989865.0,19989865.0,False,1379717531117.96,,1,,,,2026-02-15T16:19:00.000Z,69020.8528730912,36145996345.14714,-3.4741,0.06269402,-0.69869343,-2.90712406,-27.13958363,-20.34805616,-25.82185938,1379717531117.955,58.3654,1449437910334.92,,2026-02-15T16:19:00.000Z,,,,,,2026-02-15 17:21:23.268544
1,1027,Ethereum,ETH,ethereum,11567,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692457.89999667,120692457.89999667,True,242057995484.91,,2,,,,2026-02-15T16:19:00.000Z,2005.5768164525841,25322411723.05768,46.4976,-0.08057423,-3.33517107,-5.00754334,-38.7252408,-30.00178197,-34.61520747,242057995484.91284,10.2396,242057995484.91,,2026-02-15T16:19:00.000Z,,,,,,2026-02-15 17:21:23.268544
2,825,Tether USDt,USDT,tether,171236,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183755310128.52243,187964839850.83615,True,187875410130.91,,3,,,,2026-02-15T16:19:00.000Z,0.999524221019245,85379421793.72047,14.8463,0.011626,-0.01294196,0.02180891,0.00277377,-0.03577909,0.02582177,183667883214.36118,7.7696,187875410130.91,,2026-02-15T16:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-02-15 17:21:23.268544
3,52,XRP,XRP,xrp,1798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60917315351.0,99985721048.0,False,151557640067.54,,4,,,,2026-02-15T16:19:00.000Z,1.5157928400074472,5693104439.81784,135.0148,-1.22118035,3.69666414,5.19306036,-25.65485357,-20.02819394,-30.24828266,92338030441.52155,3.9061,151579284000.74,,2026-02-15T16:19:00.000Z,,,,,,2026-02-15 17:21:23.268544
4,1839,BNB,BNB,bnb,3134,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136359284.48,136359283.32,136359283.32,False,84485305855.86,,5,,,,2026-02-15T16:19:00.000Z,619.5786879987645,1465238820.16955,-6.2619,-0.27936089,-2.08647663,-3.73305057,-33.27358595,-26.90176629,-31.30737224,84485305855.8574,3.5739,84485306574.57,,2026-02-15T16:19:00.000Z,,,,,,2026-02-15 17:21:23.268544
5,3408,USDC,USDC,usd-coin,37475,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73577665840.58257,73577665840.58257,False,73577467431.92,,6,60901219650.23,60901055424.72161,,2026-02-15T16:19:00.000Z,0.9999973034118309,8315561791.233604,-2.0308,0.00365347,0.01043726,0.0018937,0.0380713,0.00315543,0.00944523,73577467431.91936,3.1125,73577467431.92,,2026-02-15T16:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-02-15 17:21:23.268544
6,5426,Solana,SOL,solana,1089,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,567957551.4309566,620391073.2815809,True,54224400709.57,,7,525236893.3,45907584741.83287,,2026-02-15T16:19:00.000Z,87.40357984642141,3937138655.335869,28.8244,0.04506144,0.02579015,-0.10686066,-38.18096775,-30.69767089,-34.69024255,49641523195.87361,2.1,54224400709.57,,2026-02-15T16:19:00.000Z,,,,,,2026-02-15 17:21:23.268544
7,1958,TRON,TRX,tron,1299,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94724706614.9391,94724706294.7143,True,26573705572.35,,8,94667886298.43,26557765508.656918,,2026-02-15T16:20:00.000Z,0.28053616223073274,447035650.84908485,-14.31,0.02973088,-0.80879397,0.39623366,-8.16673263,0.47626608,-4.10968576,26573705662.18712,1.1241,26573705572.35,,2026-02-15T16:20:00.000Z,,,,,,2026-02-15 17:21:23.268544
8,74,Dogecoin,DOGE,dogecoin,1401,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168752233126.57907,168752233126.57907,True,18030180500.31,,9,,,,2026-02-15T16:19:00.000Z,0.10684410017131571,2973269199.8177657,209.8587,-1.54308526,3.27654816,9.48586213,-21.4983126,-16.68675438,-31.48646923,18030180500.309437,0.7627,18030180500.31,,2026-02-15T16:19:00.000Z,,,,,,2026-02-15 17:21:23.268544
9,1831,Bitcoin Cash,BCH,bitcoin-cash,1137,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19995196.875,19995196.875,False,11118049410.09,,10,,,,2026-02-15T16:19:00.000Z,556.0360060266634,315962792.48596835,-41.1125,-0.37575216,-1.5690642,5.12720614,-7.55569345,0.73627148,11.70645579,11118049410.09182,0.4703,11676756126.56,,2026-02-15T16:19:00.000Z,,,,,,2026-02-15 17:21:23.268544
10,2010,Cardano,ADA,cardano,1681,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,36066145196.64397,44994539820.15453,False,12739460764.35,,11,37997904336.0,10758478992.133316,,2026-02-15T16:20:00.000Z,0.283133482757377,699334512.5455393,70.0181,-0.85126402,-0.99026156,3.89697947,-25.95285951,-24.83104792,-39.84905232,10211533299.15905,0.432,12741006724.08,,2026-02-15T16:20:00.000Z,,,,,,2026-02-15 17:21:23.268544
11,32196,Hyperliquid,HYPE,hyperliquid,238,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,259277557.4437796,958388465.8146007,False,29517480825.32,,12,333931719.0,10284788959.943727,,2026-02-15T16:19:00.000Z,30.799077699904654,215213057.31144837,-2.4498,-0.45559334,-1.21033026,-2.99977793,24.04629561,15.95025187,-17.11654183,7985509637.55246,0.3378,29618594876.38,,2026-02-15T16:19:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-02-15 17:21:23.268544
12,3957,UNUS SED LEO,LEO,unus-sed-leo,67,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921353012.9,985239504.0,False,8308251133.12,,13,,,,2026-02-15T16:20:00.000Z,8.432722296855006,1043766.24571688,78.3076,-0.04821879,-2.72306459,2.2120302,-5.35495695,17.31812033,-7.44122773,7769514095.156368,0.3287,8308251133.12,,2026-02-15T16:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-02-15 17:21:23.268544
13,29470,Ethena USDe,USDe,ethena-usde,295,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,6304778696.791329,6304778696.791329,True,6297566657.87,,14,,,,2026-02-15T16:19:00.000Z,0.9988560995923301,59819185.486814,-21.863,-0.00035405,-0.03119091,0.02124888,-0.08415204,-0.02989306,0.03893599,6297566657.8698015,0.2664,6297566657.87,,2026-02-15T16:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2026-02-15 17:21:23.268544
14,1975,Chainlink,LINK,chainlink,2212,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,8831428757.91,,15,,,,2026-02-15T16:19:00.000Z,8.831428757905558,646852952.6759865,9.9467,-0.49971783,-2.03454908,-0.58213105,-34.5596452,-28.8146372,-34.26915408,6253534442.527049,0.2645,8831428757.91,,2026-02-15T16:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-02-15 17:21:23.268544
0,1,Bitcoin,BTC,bitcoin,12561,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19989865.0,19989865.0,False,1379597575114.83,,1,,,,2026-02-15T16:20:00.000Z,69014.85203200883,36132057802.30763,-3.5119,0.06181764,-0.69217801,-2.91556555,-27.23373196,-20.36253351,-25.9592529,1379597575114.8323,58.3603,1449311892672.19,,2026-02-15T16:20:00.000Z,,,,,,2026-02-15 17:22:23.789711
1,1027,Ethereum,ETH,ethereum,11567,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692457.89999667,120692457.89999667,True,241698745827.16,,2,,,,2026-02-15T16:21:00.000Z,2002.6002455549094,25331529331.171448,46.5555,-0.21685522,-3.27067803,-5.14852611,-38.87135887,-29.7626726,-34.87876953,241698745827.1589,10.2244,241698745827.16,,2026-02-15T16:21:00.000Z,,,,,,2026-02-15 17:22:23.789711
2,825,Tether USDt,USDT,tether,171236,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183755310128.52243,187964839850.83615,True,187882894060.84,,3,,,,2026-02-15T16:20:00.000Z,0.999564036603523,85434638283.55357,14.9403,0.00266052,-0.02346885,0.02579323,0.00259819,0.00286408,0.01527852,183675199539.3981,7.7699,187882894060.84,,2026-02-15T16:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-02-15 17:22:23.789711
3,52,XRP,XRP,xrp,1798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60917315351.0,99985721048.0,False,151650964776.32,,4,,,,2026-02-15T16:20:00.000Z,1.516726220372207,5695227260.928741,135.2064,-1.16405923,3.76406208,5.25783514,-25.6366736,-19.96205311,-30.34640801,92394889467.54405,3.9085,151672622037.22,,2026-02-15T16:20:00.000Z,,,,,,2026-02-15 17:22:23.789711
4,1839,BNB,BNB,bnb,3134,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136359284.48,136359283.32,136359283.32,False,84479405737.99,,5,,,,2026-02-15T16:21:00.000Z,619.5354190864738,1465123423.2838652,-6.2539,-0.28747976,-2.07099385,-3.73977347,-33.34275443,-26.77139263,-31.54071744,84479405737.98741,3.5737,84479406456.65,,2026-02-15T16:21:00.000Z,,,,,,2026-02-15 17:22:23.789711
